text,user,location
"COVID-ALERT: Santa Clara County jail: Third inmate tests positive for
COVID-19 - Global Pandemic News | #Coronavirus #COVID19 - https://t.co/SS5wVdppsm https://t.co/IJGPYvaJS2",GlobalPandemics,WORLDWIDE
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,Pamela09479370,"Eureka Springs, AR"
RT @VeronicaResists: Please consider supporting Native American communities during this crisis. They are being especially hard hit and gett…,tomwhy1,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",ThurberLouise,
"RT @DrJacobsRad: Trudeau pledges $850,000,000 to the UN's WHO.

Ladies and gentlemen, may I present to you the most expensive UN Security C…",tekamah402,Palm Desert CA
"RT @CGTNOfficial: A study by French scientists which suggests a man was infected with COVID-19 as early as Dec. 27, nearly a month before F…",mazeemkhan74,Islamabad
RT @EXPOSEDbyCMD: ICYMI: Documents obtained by CMD show the extent of the corporate lobby ALEC’s role in pressuring the states to force a r…,nashville_brook,"Orlando, FL"
"RT @HillBeverlyhill: Trump's staff cuts have undermined Covid-19 containment efforts, watchdog finds https://t.co/OW9d1nOkem",awelab1956,"HillaryVillage, CA"
"“I’ve always believed in miracles, but I’d never had one in my life until now.” @MountNittany recently celebrated the release of one of their first COVID-19 patients: https://t.co/AM2LFlToob via @NBCNews",suz_ciechalski,"Queens, NY"
"COVID-19 CORONAVIRUS PANDEMIC

Last updated: May 06, 2020, 01:41 GMT

Coronavirus Cases:

3,726,704

Deaths:

258,295

Recovered:

1,241,924",Usfast2,
RT @Justsaytruthnow: Coronavirus In Pittsburgh: Researcher Killed In Apparent Murder-Suicide Was Close To Making Very Significant Findings'…,patriotJ6,
"RT @Gdad1: We applaud @realDonaldTrump for making the bold move here. We encourage him to go into crowds barefaced, shake hands, hug them a…",ronald_heine,
"RT @WSJ: “Brazil is already the global epicenter of the coronavirus."" One study concludes the country might have more Covid-19 cases than t…",thiagoshw,Pittsburgh Brasileira
RT @scottwongDC: Former Attorney General @EricHolder joining @HouseDemocrats’ caucus call Thursday on the coronavirus pandemic and “protect…,MattMurph24,"Virginia Beach, VA"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",Phxflyer,"Phoenix, AZ"
U.S. COVID-19 cases are higher than confirmed: Stanford professor https://t.co/8cgfTKuTPu via @YouTube #coronavirus #CaptainObvious,ahol888,"Joliet, IL"
Ever since the novel coronavirus pandemic hit the United States… https://t.co/2eltBgAk5f via @blogtrepreneur,FoxMarks_ATX,"Austin, TX USA"
"RT @NatlOceanPolicy: ""The Covid-19 crisis has spurred a rapid expansion in the production of desperately-needed plastic products, with gove…",MaryCallahanB,"Santa Rosa, CA"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",Cynthiameacham2,"West Point, UT"
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",Namastesabee,MO
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",AuntSophie1,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",SamSmith_PhD,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",wetzelsjoh,"Cincinnati, OH"
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,murftaz,Iowa
"Some kids develop an inflammatory condition, possibly tied to Covid-19 https://t.co/G9o3SRdbHW",MRedstate,United States
RT @WIONews: The lead coronavirus expert of US Anthony Fauci will appear next week before a panel in the Republican-led Senate examining th…,SZRECORDS,Hakodate Hokkaidoh JPN
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",nepats28,"Massachusetts, USA"
"RT @JJREILLY3: Pa. Researcher Making 'Very Significant Findings' in Coronavirus Killed in Suspected Murder-Suicide
Bing Liu, 37, was found…",ueyamakzk,神戸 Kobe
"RT @LorraineDWilke: Yes, because as toddlers know, if you close your eyes and don't look at something, it doesn't actually exist...🙄State h…",CoconinoDems,"Flagstaff, Arizona"
@DrTedros countries are more likely to develop coronavirus vaccine than @WHO. Even you have not able to ensure proper safety measure because of that #USA is suffering very badly. And how will repay the loss which are caused by covid 19.,Vikrama02470660,
"RT @karol: Nursing homes in NY were forced to admit patients who had tested positive, or who were suspected of having, COVID-19. How is thi…",GazmanIRE,
"“Wow, that would be awesome,” said Uniz Ceballos, a Des Moines parent who launched an online petition calling for the district to reinstate live graduation ceremonies. ""This is a milestone and a memory they can never get again."" https://t.co/8eQIqMQJIe",DMRegister,"Des Moines, Iowa, USA"
"RT @Ditchwalk: And I know what you're thinking. You're thinking their heroic work would be on the UI Campus Coronavirus Updates page.

Nope…",slade3philip,"Austin, TX"
"RT @WSJ: Covid-19 is taking workplace surveillance to a higher level, with some employers planning to track movements and gather personal i…",RestTechNet,"Chicago, IL"
RT @UtahDepOfHealth: Utah COVID-19 Numbers Update: For more details visit https://t.co/XaGe7dpjuq https://t.co/oLa5QuW8dF,utbsinc,"Utah, USA"
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,DrRickSCole69,Iowa
Opinion | I'm a New York City Subway Conductor Who Had Covid-19 - ‘We Are Not Essential. We Are Sacrificial.’ The New York Times https://t.co/xeWK8ZBo4G,MsLeeJC,"New York, NY"
"RT @davidlgutman: Tom Delucchi loved tinkering in the shop he built in his garage.
He built clocks and steam engines and irrigation systems…",paulbarrett6,"Seattle, WA."
World Leaders Pledge $8 Billion To Fight COVID-19; U.S. Skips Meeting https://t.co/VpRAwIMxBa,evgeny_director,"Hollywood, CA, USA"
DAILY EXPRESS - #headlines #ctp_video #autoplay_video Australian Prime Minister lashes out at UK's 'death sentence' coronavirus handling https://t.co/a94q1HpNuK,my_amigouk,"Teesdale Park, Thornaby, UK"
"RT @TeamPelosi: As the death toll from the President’s erratic #coronavirus response continues to mount, he and Republicans are doubling do…",jarrettat,"High Point, NC"
"Former Attorney General @EricHolder joining @HouseDemocrats’ caucus call Thursday on the coronavirus pandemic and “protecting our democracy in the COVID-19 era,” per invite sent to members https://t.co/Dn2wSq3tT5",scottwongDC,"Washington, D.C."
"RT @azcentral: JUST IN: The Arizona Department of Health Services told a team of university experts working on COVID-19 modeling to ""pause""…",TripawdMom,"Arizona, USA"
"RT @CBSNews: 3 USDA meat inspectors dead, about 145 diagnosed with COVID-19 https://t.co/UuUtN7JIlB https://t.co/AQtAzHMxuh",staceyd8441,
"RT @NicholasBallasy: Rep. Pressley: COVID-19 relief ’should be felt by everyone’ including inmates, illegal immigrants -- @JustTheNews http…",DottRodgers,
RT @RandPaul: Modern medicine shows us that immunity is based on having antibodies. Why do they think medicine is trying so hard to get a c…,ThunderGirl61,
"Gov'ts lie all the time.this time the lie is about how many people in Arizona going die..just know that as you move about your life in Arizona
State health department tells university COVID-19 modeling team to stop work, limits data access https://t.co/5S42sQ0gVS via @azcentral",CoachesHotSeat,Atlanta - Boulder - Tahoe - SF
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,IndependentPat7,
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,JoeRobbins59,"Colorado, USA"
"Hey Arizona...President touches down in your state today and all of a sudden CV19 modeling stops?  I would say you should all be concerned.
https://t.co/hZShT4G5sW",NoPartyPolitix,United States
"RT @CetyT: Now US export COVID-19  🤦🏻‍♀️🤦🏻‍♀️

Two dozen people deported to Colombia on U.S. flight found to have coronavirus: sources |  R…",jolupepa,Santa Barbara del Zulia
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",rupertlola,"Florida, USA"
"RT @alondra: ‘We Are Not Essential. We Are Sacrificial.’
I’m a New York City subway conductor. At least 98 of my co-workers have died of Co…",blanesane1,"Houston, TX"
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,tripleLLL13,
"RT @HillBeverlyhill: Trump's staff cuts have undermined Covid-19 containment efforts, watchdog finds https://t.co/OW9d1nOkem",suzysayshi2u,Pacific Northwest US
"RT @azcentral: JUST IN: The Arizona Department of Health Services told a team of university experts working on COVID-19 modeling to ""pause""…",LizRog235711,
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,eo_weber,
RT @NYDailyNews: Grim and disturbing videos show at least 20 bodies wrapped in black bags carted out of a Harlem nursing home during the co…,Besafe72492224,
"RT @realNick_777: #Hydroxychloroquine 
touted by @realDonaldTrump and @RudyGiuliani 
which they got attacked for by Dems, media mob and Glo…",vic777212718,
"RT @andrewboxford: The team of professors at ASU and U of A was compiling the most robust public model in Arizona of COVID-19

Now, as the…",yvonnewingett,Latina in Phoenix via Idaho
RT @andrewkimmel: The ReOpen North Carolina leader says she tested positive for COVID-19 🤦‍♂️ https://t.co/3p1STvlrLZ,joniej2016,
RT @NST_Online: #NSTworld An #Amazon worker at a warehouse in #NewYork where employees called for greater #coronavirus safety measures has…,FattChoy88,"Nottingham, England"
"NEW: The family of a cruise crew member who died after testing positive for COVID-19 filed a lawsuit against Royal Caribbean Cruises.

https://t.co/1x330v9kVF",FOXBaltimore,"Baltimore, MD"
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",ItSortakinda,
"RT @GregAbbott_TX: Open Texas continues as Hair and Nail Salons can open on May 8 and Gyms can open on May 18. 

That and more announced to…",bethrumph,"Texas, USA"
RT @PeterStefanovi2: Last week Boris Johnson claimed the UK had avoided the tragedy that had engulfed other countries https://t.co/dZ9aalWu…,sdunseath1,
RT @KenRoth: The coronavirus pandemic was an opportunity for the Hong Kong government to rededicate itself to serving the Hong Kong people.…,Sallysee_xdd,
"RT @wdunlap: @IngrahamAngle How many Americans will lose their lives due to anti-Trump war on hydroxychloroquine?
GREAT SUCCESS at Texas nu…",blue_walleye_2,
RT @JessicaBellTO: FACT CHECK: @fordnation is using testing data to justify opening the ON economy even as the government keeps missing its…,monicalchv,
Why Should Young People Care? | https://t.co/DMbOd4o8Dl - COVID -19 PSA,X360FM,"Riverdale, GA"
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",MasterDesann,"Long Beach, CA"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",Liverpotlian,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",WYHill,
"RT @MartySmithESPN: #SidelinesToFrontlines COVID-19 HERO: Dr. TJ Soyoye.
Former @MizzouHoops PF TJ Soyoye details his experience as an ER p…",willnix3,"Ballchester, MO"
"RT @WilsonShilo: How this city contained its second wave of Covid-19 #Asia #HongKing #CoronavirusPandemic

https://t.co/9IGdEE27Ux",DParkerite,USA
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",suznrap,
"Amazing coincidence.

3 Russian doctors have fallen from hospital windows amid COVID-19 pandemic: reports - National | https://t.co/db1uvXMRzI https://t.co/gxlVxyPa6O",Michael28776097,Nova Scotia
"RT @kfor: One day after Oklahoma health officials reported that deaths had dropped, the state's coronavirus case numbers rose to more than…",tamoore24,
RT @WSJ: “Brazil is already the global epicenter of the coronavirus.” One study concludes the country might have more Covid-19 cases than t…,EsdrasNogueira,
RT @JemilahMahmood: Kudos @KKMPutrajaya @DGHisham 4leadership. All frontliners &amp; backliners who continually worked to protect Malaysia. Tha…,chentwo,Petaling Jaya
"RT @alondra: ‘We Are Not Essential. We Are Sacrificial.’
I’m a New York City subway conductor. At least 98 of my co-workers have died of Co…",Brandon_McCord,Memphis | Johannesburg | D.C
"RT @AdrianHedden: New Mexico's rural hospitals suffer amid COVID-19 pandemic, congress looks to provide aid https://t.co/UPQ5puTZC6 via @CC…",tim_archuleta,"El Paso, TX"
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,BooksFoxxy,New England NH USA
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",randifroude,
"RT @maddow: ""When the final data is in, nursing homes will probably account for about half of all of the COVID-19 deaths in every state, as…",Iamgood_man,
"RT @realNick_777: #Hydroxychloroquine 
touted by @realDonaldTrump and @RudyGiuliani 
which they got attacked for by Dems, media mob and Glo…",NAOMIR6,"Orlando, FL"
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,Patta47cake,"Darien, CT"
"RT @FacesOfCOVID: Israel Sauz, 22, of Tulsa, Oklahoma, died of COVID-19 on April 5th. He worked at a local gas station and was a new father…",TruthrvsBirthr,"Florida, United States"
"Pfizer, BioNTech began human trials of a possible COVID-19 vaccine. If successful, it could roll out in September. - Chicago Tribune https://t.co/Zb1Mg637B0",mike856nj73,United States
RT @VOANews: White House to Wind Down Coronavirus Task Force https://t.co/kUFOB3uRf3 https://t.co/DP9lbMLUBg,MosesMi19,"Lagos, Nigeria"
"RT @inquirerdotnet: The shutdown of media giant ABS-CBN will add 2,600 more coronavirus disease cases in the country, Albay 2nd District Re…",DalitPOTTA, Callirach  &VanarSena  Area 
"RT @wef: Apart from the lungs, doctors think coronavirus can affect these parts of the body https://t.co/nLgGHbUCbi #coronavirus #health ht…",shahprateek939,India
"RT @GumboPac: Thousands of visitors flocked over the weekend to newly reopened beach spots from TX to AL. To epidemiologists, it’s an invit…",Rant86,
"RT @jacoblamotta: Maritimers don’t call it COVID-19 or coronavirus, they just say “all this shit that’s going on”",BShibinette,
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,TheObamanista,¯\_(ツ)_/¯
"RT @alondra: ‘We Are Not Essential. We Are Sacrificial.’
I’m a New York City subway conductor. At least 98 of my co-workers have died of Co…",LiselBruns,"Berkeley, CA"
RT @NST_Online: #NSTworld An #Amazon worker at a warehouse in #NewYork where employees called for greater #coronavirus safety measures has…,JazliAziz,Malaysia
"RT @MysterySolvent: OMG!! 58% of Perry Iowa’s Tyson plant’s employee’s tested positive for Coronavirus!! 💔💔

Coronavirus infects more than…",BRussel39434804,"Austin, TX"
RT @Alex_Panetta: I talked to a few epidemiologists and went over datasets and papers to try answering a question lots of Canadians have be…,karakickass,"Toronto, ON"
"RT @mymodernmet: Illustrator Mauro Gatti, fed up with bad news, decided to share uplifting news that have come out of COVID-19. https://t.c…",diego_raza,"Quito, Ecuador"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",MonstahofCookie,The AZ
More than 31% of people who have lost work during COVID-19 are recording high levels of psychological distress — a rate four times more than employed Australian adults. Click here:  https://t.co/dq5U1YI8Cf to find out more https://t.co/Tld1Raicpa,michaelyardney,"Melbourne, Australia"
"#Peru #Lima #Coronavirus

The number of people infected with the coronavirus increases to over 50,000 in Peru. So far, 51,189 people in the South American country have been shown to have contracted Sars-Cov-2, the government says.  1444 patients died of Covid-19 lung disease.",Xy5Z89,"Deutschland, EU "
"@MariMagforever @eileeniorio Japan 
VIDEO | See how COVID-19 is getting transmitted through a ‘third route’ A research team conducted an experiment to track particles in the air using laser beams and a high sensitivity camera.
https://t.co/SdHqMBnkzq",Jayne720,"Dayton, Ohio"
RT @RandPaul: Modern medicine shows us that immunity is based on having antibodies. Why do they think medicine is trying so hard to get a c…,runtheball3,"Georgia, USA"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",6FtFromTheRona,"Texas, USA"
"RT @ABC: U.S. death toll from COVID-19 passes 70,000 as a coronavirus model now forecasts nearly 135,000 people will die in the country by…",SCinefilm,"Mumbai, India"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",mylittlewoo,
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",unicodescraps,
"Among the reported influenza deaths in the US, can the US clarify how many cases are actually infected with COVID-19?
When did the novel coronavirus first appear in the US? Did community transmission of the coronavirus start sooner than it was reported?",try_foods,
"RT @mvmeet: Due to Smriti Irani's hard work, Amethi had ZERO coronavirus cases

But days back, Priyanka Vadra illegally moved 72 migrant wo…",dugal_g,Kazakhstan
RT @NST_Online: #NSTworld An #Amazon worker at a warehouse in #NewYork where employees called for greater #coronavirus safety measures has…,chrspepper,"Milkway Galaxy, Universe"
"Sex workers in spot of bother

COMMERCIAL sex workers are living in fear of contracting the #coronavirus from their clients and are currently inquiring on best ways to practise safe sex to avoid infection. https://t.co/wQrLqs4HUU #NewsDayZim",NewsDayZimbabwe,"Harare, Zimbabwe"
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,smj32111,"Hudson, CO"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",GranmaGG,"Indiana, USA"
"RT @kingsrush: Donald pulled a Pence.

-Trump does not wear coronavirus mask at Honeywell factory that makes mask.

Yes, you read that righ…",Norberta36,🌎of Mystery
"RT @azcentral: JUST IN: The Arizona Department of Health Services told a team of university experts working on COVID-19 modeling to ""pause""…",BenLebo,"Phoenix, AZ"
"RT @RealCandaceO: Things that were consider “conspiracy theories” a month ago, that are now verified facts. 

1) People that were never tes…",jim_osborne,America
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,Hollaka_Hollala,SinKKKhole🕳Jared'sBackchannel
RT @Alex_Panetta: I talked to a few epidemiologists and went over datasets and papers to try answering a question lots of Canadians have be…,CarsonRaycraft,"London, Ontario"
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,sully88939968,USA🇺🇸
"RT @cliffordlevy: NEW: Children are falling ill with a baffling ailment related to Covid-19
https://t.co/4CnQnNzmt7",SLG10231,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",BumphBean,"Atlanta, GA"
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",jambarb,United States
"RT @inquirerdotnet: The shutdown of media giant ABS-CBN will add 2,600 more coronavirus disease cases in the country, Albay 2nd District Re…",lorepinephrine,Alpha Centauri
RT @Harvard: Researchers at the @WyssInstitute are developing much needed diagnostic and therapeutic inventions to help combat coronavirus…,Jacobo_noah,"Milano, Lombardia"
"RT @TeamPelosi: As the death toll from the President’s erratic #coronavirus response continues to mount, he and Republicans are doubling do…",PatHernandez43,Orange County CA
"RT @yachay_dc: As #Peru readies to get back to work after 8 weeks of lockdown, its business elite complains about all the annoying new secu…",miguelct_,Iquitos-Lima-Cusco
"RT @alexnpress: when I talked to christian smalls about this possibility weeks ago, he said: “what are they going to say these people’s fam…",overawls_,
RT @ABC7News: City of Alexandria reports 43 new COVID-19 cases https://t.co/Iu5sAhThQA #coronavirus https://t.co/iDsZHUxhTh,lglmoss,
"🌲 BIG STORY 2 🌲

Oregon will allow limited daytime use of some state parks, dipping another toe into reopening the state. https://t.co/0aMD8JLBSO",OPB,Oregon
"COVID-19 CORONAVIRUS DISEASE PANDEMIC / COVID-19 OUTBREAK IN TURKEY / DOUBTS OVER ACCURACY OF TURKEY's OFFICIAL COVID-19 INFECTIONS &amp; FATALITIES DATA / WORRYING TREND IN TURKEY DEATHS (ALL CAUSES) DATA VALUES FOR ""EXCESS DEATHS"" STATISTIC: https://t.co/QohgOZ7c97",FrancisWasHere,"Durham, England, UK, EU till I die."
RT @Justsaytruthnow: Coronavirus In Pittsburgh: Researcher Killed In Apparent Murder-Suicide Was Close To Making Very Significant Findings'…,sh3llavabeach,Earth(mostly)
RT @WSJ: “Brazil is already the global epicenter of the coronavirus.” One study concludes the country might have more Covid-19 cases than t…,DanielDumach,"Florianópolis, Brasil"
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",DebiJackson50,"Cincinnati, OH"
"RT @karol: Nursing homes in NY were forced to admit patients who had tested positive, or who were suspected of having, COVID-19. How is thi…",JimInBuffalo,"Buffalo, NY USA"
"RT @mmpadellan: With 71,000 dead from coronavirus, inadequate testing and supplies, it seems a bad idea to rush to reopen the country.

How…",susansh34886390,
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,pointsweekly,"Los Angeles, CA"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",LucarioDoT,
"The US Department of Health and Human Services ran a scenario last year that was similar to the COVID-19 outbreak. Is this just a coincidence?
US intelligence officials warned of coronavirus crisis as early as last November. Why the warning was ignored?",try_foods,
"RT @DykeVanTom: @TomBoyOptional @transparency_a1 @althecat where do you get your news, bro?

I'm serious

I mean, don't they tell you this…",DykeVanTom,LA LA LA LAND
"RT @karol: Nursing homes in NY were forced to admit patients who had tested positive, or who were suspected of having, COVID-19. How is thi…",elzabethe,"California, USA"
"https://t.co/WSk2QrmEkv Japan's New Weapon Against Coronavirus: Robots In an effort to lessen the burden on the nation’s medical system, Japan is now using more than 10,000 hotel rooms to accommodate patients with lighter COVID-19 symptoms, in which hospitalization is not needed. https://t.co/j15gWzmZiU",reality415,"Taichung City, Taiwan"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",zixian,New York City
"RT @DetentionWatch: People in detention are sounding the alarm about ICE’s inadequate COVID-19 response. A woman detained in Adelanto, CA r…",CuuvEn,
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",tracyk726,CROSBY TEXAS
"RT @DanPriceSeattle: ""your paycheck or your life""

3 Amazon warehouse workers have now died of covid. They don't get paid sick time &amp; have…",andrewjon22,"Hutchinson, Minnesota"
How Kushner Incompetence Impacted COVID-19 Medical Supply Distribution https://t.co/CtKPvODrga,JbarGarden,End the GOP
"RT @ABC: The demand for nursing home staff has never been higher—but with COVID-19, industry officials admit ""you're asking them to run int…",neyebio,
"RT @PutAUSFirst: Italian scientist says #hydroxychloroquine could make people immune, believes she discovered main mechanism behind #COVID1…",realCranky,
"RT @inquirerdotnet: The shutdown of media giant ABS-CBN will add 2,600 more coronavirus disease cases in the country, Albay 2nd District Re…",jazmasigan_2,"Cabagan, Isabela"
RT @ABC7News: City of Alexandria reports 43 new COVID-19 cases https://t.co/Iu5sAhThQA #coronavirus https://t.co/iDsZHUxhTh,MRichWJLA,Most likely in the Newsroom 
RT @McKonGov: COVID-19 is the most serious health crisis the world has experienced in a century—and it could also be one of the biggest des…,pskangra,Kangra Himachal India
"A new genetic analysis of  the virus that causes Covid-19 taken from more than 7,600 patients around the world shows it has been circulating in people since late last year, and must have spread extremely quickly after the first infection.
https://t.co/FXjXDWSnil",TerriE1001,"Fort Lauderdale, FL"
"Coronavirus: COVID-19 could have been present in France as early as December | Euronews https://t.co/Vtln1hDYsn 
  
Doctors at a hospital in the northern suburbs of Paris retested samples from patients between December 2, 2019, and January 16, 2020.",matiere,新潟県佐渡市
"RT @realNick_777: #Hydroxychloroquine 
touted by @realDonaldTrump and @RudyGiuliani 
which they got attacked for by Dems, media mob and Glo…",Angela4Trump,"Pennsylvania, USA"
"RT @ABC: U.S. death toll from COVID-19 passes 70,000 as a coronavirus model now forecasts nearly 135,000 people will die in the country by…",JennyHope77,🌍
#NEW 2 correctional officers test positive for COVID-19 in Coconino County. https://t.co/Ow9VuVP05c,FOX10Phoenix,"Phoenix, AZ"
RT @Franklin_Graham: Thank you @POTUS @realDonaldTrump for making sure that no COVID-19 recovery funds from the Paycheck Protection Program…,Bill_Tyler,
RT @TODAYshow: 15 kids hospitalized with mysterious illness possibly tied to COVID-19 https://t.co/Tk55PkZOnM,Oldlady12345,"Fitchburg, WI"
"RT @karol: Nursing homes in NY were forced to admit patients who had tested positive, or who were suspected of having, COVID-19. How is thi…",breakfas_pizza,🤷‍♂️
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",maddiepoop21,"Yonkers, NY"
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",karkatim7,Malta
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,stumpy1258,
RT @CamilaFNews: TEAM EFFORT: With every free mask and pair of gloves the group Si Podemos or Yes We Can is doing all it can to help stop t…,KyleighPanetta,"Salisbury, MD"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",phil_ebby,
Coronavirus Pandemic Cases Continue To Spike In Russia Get You Mask and Covers Here! https://t.co/JlBBa05rEm #COVID__19 #covid19 #n95 #mask #coronavirus #trump #DeltaAirLines #AmericanAirlines #UnitedAirlines #airlines https://t.co/HejggKRpib,bitcoinconnect,
"RT @MikeHes52772147: Turkey claims success treating COVID-19 with hydroxychloroquine, the drug touted by Trump - CBS News https://t.co/eXVE…",mrsbumble97,"Las Vegas, NV"
"Yes, because as toddlers know, if you close your eyes and don't look at something, it doesn't actually exist...🙄State health department tells university COVID-19 modeling team to stop work, limits data access https://t.co/wXsBtgr8dM via @azcentral",LorraineDWilke,"Playa del Rey, CA"
"RT @AgBioWorld: Dutch scientists report first development of a human monoclonal antibody that neutralizes the coronavirus SARS-CoV-2, block…",ravinaproject,"Toronto, Canada"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",KHelzel,"Essex, CT"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",JKaldy,
"@TomBoyOptional @transparency_a1 @althecat where do you get your news, bro?

I'm serious

I mean, don't they tell you this stuff on MSNBC??

over 95% of fatalities due to COVID-19 in Europe have been people 60 and older. In the US, 80% of deaths are among adults 65 and over

https://t.co/RDoTE4axaa",DykeVanTom,LA LA LA LAND
"RT @CBSNews: 3 USDA meat inspectors dead, about 145 diagnosed with COVID-19 https://t.co/UuUtN7JIlB https://t.co/AQtAzHMxuh",sweetnonnie,"Garden Grove, CA"
"RT @RepMattGaetz: MUST-READ: ""'A Trojan Horse Operation': Matt Gaetz Warns Tucker Carlson About Chinese Drones Spying On Americans""

(via @…",klsexton1,Ga and Texas
"RT @MRC_Outbreak: WEEKLY UPDATE: #COVID19 #Coronavirus 

➡️Short-term forecasts of COVID-19 deaths in multiple countries 

🔰Read full repor…",MIGUELMATUTEP,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",CaffeineAndHate,Up on the Downstroke
"RT @WebMD: Growing evidence shows that COVID-19 can affect almost every organ, including the skin. What we know so far about the new corona…",2029brady,"Charlotte, NC"
"RT @frontlinepbs: Amid the coronavirus pandemic, at least 66,081 more people in the United States have died than expected since January — a…",RMHSContempHist,"South Burlington, VT"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",italianbea,I am present
"RT @MysterySolvent: OMG!! 58% of Perry Iowa’s Tyson plant’s employee’s tested positive for Coronavirus!! 💔💔

Coronavirus infects more than…",BiceLord,"Springfield, IL"
This is what happens if a vaccine is never developed. It's happened before https://t.co/unSOGfgBlM,Cjp043,"Sydney, New South Wales"
"RT @BW: After four antibody tests, I'm still not sure I've had Covid-19 https://t.co/GLUWTEarPO",likle_wiked,Earth
"RT @rachelleingang: No reason was given by @AZDHS when it told university modelers to “pause” their work. But, @willhumble_az notes, it beg…",StDavidCienega,"Arizona, USA"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",ellerysqueen,
RT @privateofficer: EMTs begin door-to-door virus screenings in major cities https://t.co/CA43I66Mct,Omi_082,
RT @JoeKing3333: 8 times Trump changed his mind about how bad the virus death toll would be https://t.co/tIh2Amms91,RandPitt,"Pennsylvania, USA"
